"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","INSTR_ASSET","NA_STO","SECTOR","PRICES","TRANSFORMATION","UNIT","OVERLAP","DATA_SOURCE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.FAD:GDD(2.0.0)","USA.F3T4_PS_POGDP_PT.A","OBS_VALUE","United States","Debt securities and loans, Private sector, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","Domestic Loans: National Source (1950-2024), Cross-Border Loans: National Source (1950-2024), Securities: National Source (1950-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Private sector, Percent of GDP","55.31","53.66","56.56","58.02","62.57","65.34","68.09","69.87","73.72","74.92","77.88","81.03","82.02","85.32","86.94","88.12","87.45","90.55","90.03","90.75","92.18","93.28","95.33","96.80","99.17","96.48","94.98","97.17","98.53","100.63","101.42","99.41","101.94","103.43","106.58","113.11","119.39","122.65","124.92","125.25","125.07","123.11","119.22","118.85","119.38","121.47","122.35","124.08","129.40","133.95","136.72","141.41","145.62","149.31","153.25","157.34","163.86","170.59","170.67","169.50","160.65","156.05","152.69","151.61","150.62","150.78","152.47","154.14","153.43","153.13","164.61","159.82","153.93","147.73","143.12"
"IMF.FAD:GDD(2.0.0)","VEN.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Venezuela, República Bolivariana de","Debt instruments, Central government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","R&R (1950-1959); UN (1960-1970); IFS+IDS (1971-1989); CLYPS (1990-2005); IADB (2006-2019)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, central government debt, cg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Central government, Percent of GDP","0.12","0.05","0.35","0.24","0.19","0.15","0.11","0.08","1.96","2.67","5.36","5.77","4.77","4.09","3.62","3.80","3.76","4.39","5.15","6.21","6.72","7.24","9.19","8.68","7.63","5.79","9.64","12.67","16.57","19.23","16.64","18.89","18.59","21.39","36.40","34.10","45.87","58.28","46.29","61.83","63.26","62.19","54.81","57.75","63.89","45.90","45.90","34.85","31.18","29.70","27.38","29.56","35.46","47.48","37.63","31.66","24.07","19.15","13.98","18.20","18.35","25.16","31.60","45.11","44.54","53.15","53.25","108.60","47.63","68.51","","","","",""
"IMF.FAD:GDD(2.0.0)","VEN.F3T4_PS_POGDP_PT.A","OBS_VALUE","Venezuela, República Bolivariana de","Debt securities and loans, Private sector, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","Domestic Loans: Spliced IFS (1950-2000); SRF (2001-2015), Cross-Border Loans: Spliced BIS (1950-1994); BIS (1995-2015), Securities: Spliced Dealogic (1950-1984); Dealogic (1985-2015)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Private sector, Percent of GDP","4.20","4.14","4.41","5.46","6.17","6.93","7.33","9.08","10.07","11.37","10.19","9.90","9.39","9.09","9.53","9.98","9.73","10.25","10.79","10.87","10.80","11.21","12.41","14.22","16.53","21.38","25.02","25.72","28.82","24.51","23.51","22.87","25.21","26.44","25.97","26.13","30.94","30.12","30.42","20.26","16.80","18.72","18.90","16.03","9.35","8.80","8.26","12.82","12.24","11.40","10.66","11.79","9.54","8.39","10.53","12.61","15.82","21.30","19.75","22.21","18.59","20.25","23.64","27.20","24.79","23.82","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","USA.FL_S13_POGDP_PT.A","OBS_VALUE","United States","Debt instruments, General government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","National Source (1950-2000); WEO 2025 (2001-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, general government debt, gg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, General government, Percent of GDP","83.13","72.96","72.53","71.75","73.57","68.50","64.73","62.33","64.93","62.34","60.83","61.39","59.37","57.95","55.99","53.06","50.14","50.40","48.74","45.94","46.23","46.64","45.07","42.26","41.16","44.42","44.60","43.30","42.09","40.67","41.27","40.39","45.01","47.92","49.57","54.21","57.66","59.47","60.34","60.46","62.16","66.55","68.81","70.80","69.58","69.11","68.23","65.84","62.60","59.03","53.17","53.33","55.72","58.80","66.28","65.61","64.34","64.74","73.59","86.79","95.35","99.68","103.24","104.52","104.43","104.85","106.78","105.73","107.04","108.20","132.03","124.72","118.81","119.00","120.79"
"IMF.FAD:GDD(2.0.0)","URY.F3T4_PS_POGDP_PT.A","OBS_VALUE","Uruguay","Debt securities and loans, Private sector, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","Domestic Loans: Spliced IFS (1950-2000); SRF (2001-2024), Cross-Border Loans: Spliced BIS (1950-1994); BIS (1995-2024), Securities: Spliced Dealogic (1950-2010); Dealogic (2011-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Private sector, Percent of GDP","14.33","15.06","13.20","13.70","14.21","18.06","19.65","16.85","25.14","22.19","15.04","14.38","16.39","16.19","18.81","14.18","10.30","9.31","6.94","7.32","8.37","8.31","10.01","8.18","8.06","17.30","19.02","22.37","25.53","30.19","33.92","35.90","62.99","43.62","38.01","41.32","36.80","29.57","34.93","35.63","28.38","22.85","22.96","22.47","21.64","24.02","24.33","26.55","41.14","43.33","49.00","53.23","71.06","45.27","27.75","23.85","23.12","24.49","27.55","21.33","25.74","22.40","23.52","28.91","30.37","32.72","31.83","29.97","31.03","29.80","33.75","33.33","33.30","30.57","33.97"
"IMF.FAD:GDD(2.0.0)","USA.F3T4_S11_POGDP_PT.A","OBS_VALUE","United States","Debt securities and loans, Non-financial corporations, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","National Source (1950-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, nonficial corporate debt, nfc debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Non-financial corporations, Percent of GDP","30.51","29.75","30.58","30.22","31.71","32.02","33.21","34.13","36.00","35.98","37.16","38.44","38.77","39.81","40.31","41.21","41.86","43.43","44.30","45.82","48.29","49.02","50.35","51.92","54.17","51.83","50.20","50.70","50.54","51.27","51.72","51.81","54.15","55.01","57.60","59.42","62.78","64.60","65.67","65.23","63.92","60.51","57.02","56.07","55.84","56.63","56.49","58.13","61.97","64.58","66.01","66.83","66.30","64.21","64.19","64.90","67.25","72.19","74.78","72.78","69.15","68.47","69.30","70.06","71.87","73.83","75.43","77.49","78.40","78.48","86.63","82.82","79.34","75.90","73.77"
"IMF.FAD:GDD(2.0.0)","ZMB.FL_PS_POGDP_PT.A","OBS_VALUE","Zambia","Debt instruments, Private sector, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Private sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.FAD:GDD(2.0.0)","VUT.F3T4_PS_POGDP_PT.A","OBS_VALUE","Vanuatu","Debt securities and loans, Private sector, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","Domestic Loans: Spliced IFS (1976-2000); SRF (2001-2024), Cross-Border Loans: No Data, Securities: No Data","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Private sector, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","51.01","46.71","51.01","35.54","31.97","31.38","29.53","29.94","28.05","27.34","29.52","29.92","30.10","30.24","33.27","29.86","35.50","35.07","33.54","32.46","33.55","30.31","31.71","35.15","30.87","32.80","36.29","37.89","39.10","42.98","41.86","43.22","54.74","64.58","67.23","69.00","73.40","72.40","74.77","68.69","65.90","63.94","61.02","57.88","59.14","59.87","54.03","51.51","52.81"
"IMF.FAD:GDD(2.0.0)","UZB.FL_S13_POGDP_PT.A","OBS_VALUE","Uzbekistan, Republic of","Debt instruments, General government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","WEO 2025 (1998-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, general government debt, gg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, General government, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.00","18.38","29.48","44.84","41.63","31.41","26.88","21.01","13.54","9.56","8.33","7.30","6.61","6.33","6.76","6.23","6.09","6.72","8.19","17.26","17.46","25.38","33.67","31.73","30.53","32.18","32.65"
"IMF.FAD:GDD(2.0.0)","URY.B1GQ_V_XDC.A","OBS_VALUE","Uruguay","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","Two","","Gross domestic product (GDP)","","Current prices","","Domestic currency","Overlapping Indicator","PWT (1950-1961); WEO 2025 (1962-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Gross domestic product (GDP)","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[ngpd, gdp, gdp local currency, nominal gdp, gross domestic product]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Gross domestic product (GDP), Current prices, Domestic currency","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.02","0.04","0.07","0.11","0.15","0.16","0.21","0.33","0.58","1.07","2.00","3.28","5.83","13.10","27.24","46.93","71.24","106.20","147.62","197.05","246.91","290.02","296.70","301.27","303.68","315.55","370.70","428.59","463.68","514.22","599.46","694.02","779.53","881.59","1010.63","1135.93","1285.53","1451.55","1588.29","1733.77","1864.14","2007.73","2193.67","2250.20","2645.47","2906.44","3027.94","3255.69"
"IMF.FAD:GDD(2.0.0)","ZWE.B1GQ_V_XDC.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","Two","","Gross domestic product (GDP)","","Current prices","","Domestic currency","Overlapping Indicator","WB (1960-1989); WEO 2025 (1990-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Gross domestic product (GDP)","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[ngpd, gdp, gdp local currency, nominal gdp, gross domestic product]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Gross domestic product (GDP), Current prices, Domestic currency","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.08","0.55","1.28","4.96","53.51","589.72"
"IMF.FAD:GDD(2.0.0)","USA.F3T4_S14_POGDP_PT.A","OBS_VALUE","United States","Debt securities and loans, Households, Percent of GDP","Annual","Units","Two","Debt securities and loans","","","","Percent of GDP","Percent","Overlapping Indicator","National Source (1950-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, private debt, household debt, loans and securities]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt securities and loans, Households, Percent of GDP","24.80","23.91","25.98","27.79","30.86","33.32","34.88","35.74","37.72","38.95","40.72","42.59","43.26","45.50","46.63","46.92","45.59","47.12","45.73","44.93","43.89","44.25","44.99","44.88","45.00","44.65","44.79","46.47","47.99","49.36","49.70","47.60","47.79","48.42","48.98","53.69","56.60","58.06","59.24","60.02","61.15","62.60","62.21","62.78","63.54","64.84","65.85","65.94","67.43","69.37","70.71","74.58","79.31","85.10","89.06","92.44","96.61","98.40","95.89","96.72","91.50","87.58","83.39","81.55","78.75","76.95","77.04","76.65","75.03","74.65","77.98","77.01","74.59","71.83","69.35"
"IMF.FAD:GDD(2.0.0)","VUT.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Vanuatu","Debt instruments, Central government, Percent of GDP","Annual","Units","Two","Debt instruments","","","","Percent of GDP","Percent","Overlapping Indicator","IFS+IDS (1981-1991); WEO 2025 (1992-2024)","","The Global Debt Database (GDD) is the result of a multiyear investigative process that started with the October 2016 Fiscal Monitor. The dataset comprises total gross debt of the (private and public) nonfinancial sector for an unbalanced panel of 190 advanced economies, emerging market economies and low-income countries, dating back to 1950.","","International Monetary Fund (IMF)","Fiscal Affairs Department (FAD)","imf-gdd@imf.org","Fiscal sector; Public debt","External debt; Public debt; Gross domestic product (GDP); Fiscal sector","[debt, country level debt, time series, public debt, central government debt, cg debt, all instruments]","debt; country level debt; time series; private debt; public debt; all instruments; loans and securities; household; nonfinancial corporate; public sector; nonfinancial public sector; general government; central government; ngdp; gdp; gross domestic product","English","2025-09-17T11:45:00Z","2025-09-17T11:45:00Z","","","Public (Unrestricted)","","Public or Unrestricted","","Please see 2018 working paper for full list of sources: https://www.imf.org/en/Publications/WP/Issues/2018/05/14/Global-Debt-Database-Methodology-and-Sources-45838","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Global Debt Database (GDD), https://data.imf.org/en/datasets/IMF.FAD:GDD. Accessed on [current date].","","Debt instruments, Central government, Percent of GDP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.77","4.54","3.99","5.05","6.55","8.22","13.66","14.47","18.19","21.16","20.79","21.04","20.27","21.60","24.06","23.06","22.94","28.05","30.62","36.11","37.04","38.81","38.26","30.41","26.27","22.16","19.48","21.21","21.12","20.22","21.30","19.28","18.63","20.23","36.28","42.45","52.63","45.26","45.10","48.02","48.54","43.06","40.60","44.60"
